sensor_index,latitude,longitude,pressure,pm2_5_atm_a,pm2_5_atm_b,humidity_a,temperature_a,location_type,pm1_0_atm_a,pm1_0_atm_b,scattering_coefficient_a,scattering_coefficient_b
105097,-70.403460,157.141500,930,16.0,24.96,73,-2,0,23.03,12.0,20.09,95.63
444456,-39.961310,-175.339150,999,14.69,33.18,26,41,1,45.59,24.59,62.5,68.38
374733,54.046993,95.395254,1017,10.73,11.29,31,45,2,30.96,3.29,47.02,23.39
683902,23.1063445,-39.168075,979,12.32,38.63,25,16,2,43.87,46.66,86.07,60.83
831693,81.575012,-17.213745,1045,8.63,35.74,26,46,0,42.36,27.48,57.1,87.87
842399,-0.2120115,-21.077732,1014,22.78,22.15,41,19,1,23.78,24.12,27.5,10.58
990977,80.295720,-91.546802,927,17.59,10.34,41,49,0,44.89,3.84,19.26,72.82
68082,61.8562185,3.399246,989,27.85,9.72,41,22,0,6.36,16.61,47.03,38.56
978968,6.397413,136.437754,946,14.67,30.4,73,1,0,24.35,34.03,58.2,73.34
852167,16.882209,116.392050,1042,27.67,15.82,32,33,0,15.52,37.08,92.39,29.49
618398,33.543043,-48.695862,1021,5.71,15.38,79,31,1,47.63,19.03,76.48,30.71
785059,50.812621,56.029599,909,19.98,16.01,40,2,2,28.3,37.03,35.2,39.37
535241,-60.463656,-148.842615,1025,11.13,36.42,80,50,0,38.02,25.77,21.69,61.1
887205,79.6918895,-154.581808,1024,20.63,13.66,66,37,2,41.73,12.49,54.93,3.88
451083,36.289652,51.480358,956,36.24,36.57,53,-8,1,25.69,34.86,50.12,83.2
3242,-13.138433,62.905229,1050,37.57,15.75,63,-8,2,41.13,37.23,3.48,9.36
67685,19.415703,64.189673,982,25.0,3.62,46,-5,1,4.85,14.52,65.7,87.27
372456,-45.7633965,146.385200,969,29.5,39.86,62,50,1,42.33,28.66,17.01,31.78
448122,-15.1731215,131.516416,903,35.29,26.08,45,27,1,22.07,38.75,89.72,12.99
672575,21.5279355,-101.525458,1000,19.03,18.83,77,47,2,26.52,21.68,34.26,13.65
34549,27.3551075,8.429675,983,36.94,21.79,66,36,1,32.13,22.24,86.83,50.83
928475,-27.5092975,42.792003,964,30.28,33.65,36,-8,0,44.03,10.66,92.66,87.21
271550,-13.739326,30.554372,913,14.9,15.08,46,5,0,24.01,39.5,55.47,28.44
931212,-19.635501,142.760325,1048,17.52,12.0,20,26,1,35.37,25.01,67.28,71.95
964215,66.8562245,-54.608514,929,26.74,16.45,74,16,1,9.11,20.85,62.77,34.31
882987,-51.139341,133.439492,917,11.68,24.94,57,6,1,47.65,29.29,86.75,87.16
242006,52.0300175,77.915719,917,8.6,16.74,56,-6,2,42.03,18.94,87.98,94.5
880073,-36.6278475,-35.400448,963,31.2,22.47,52,26,1,17.3,17.43,18.0,21.17
676531,-14.457659,-156.953050,983,8.74,3.34,47,25,1,0.06,23.1,62.53,2.97
33907,1.636693,45.364755,960,22.08,23.05,60,44,0,39.67,11.98,13.37,58.08
63947,-71.8870025,47.379699,932,10.72,28.73,51,50,1,47.5,4.24,67.05,23.71
932964,-44.894755,-152.858880,911,25.34,23.55,58,4,2,6.15,2.98,1.37,53.12
79778,-87.7091255,118.988749,911,30.72,31.24,32,35,2,45.26,48.45,8.04,50.62
950334,-14.9809985,142.723427,947,34.63,12.35,34,0,2,18.22,46.21,78.08,98.85
30035,-16.5928905,-36.080502,1030,12.59,20.65,59,1,0,45.76,34.9,16.59,21.08
306480,-4.6872325,126.116958,913,31.76,31.14,44,-10,0,49.12,16.72,79.35,72.18
525940,-5.010476,-20.016386,944,35.82,38.23,28,47,2,44.9,18.66,90.98,9.5
601164,-53.526690,-71.745415,1032,11.98,1.01,54,6,1,7.65,23.1,64.76,17.51
137384,-67.6512765,-167.647000,992,2.11,20.52,43,-10,1,35.9,46.83,50.4,93.59
238146,-53.286322,76.905255,1037,38.39,5.22,51,-10,2,4.86,3.36,88.39,88.36
618360,74.570708,96.805456,1049,12.59,34.52,31,16,1,41.88,39.04,0.14,26.0
382504,-52.684003,146.972241,947,13.8,20.17,26,23,1,47.72,33.48,24.23,30.54
907428,-4.197048,-179.856084,974,17.69,26.64,26,37,2,31.49,6.41,69.96,91.4
755001,57.7732015,62.326245,1016,24.71,36.48,44,25,1,26.78,8.03,66.22,65.02
760278,0.589679,-40.251437,986,31.44,32.85,61,13,0,7.11,20.12,19.99,36.33
979204,-2.322080,-21.038558,1026,5.98,25.38,50,11,2,10.53,33.18,48.1,82.05
794117,-3.800462,59.539409,1009,13.09,20.97,77,2,2,41.45,27.1,68.95,76.61
741567,-86.5583165,102.594974,1043,15.85,16.73,58,23,2,42.52,11.78,45.0,48.07
140329,21.1361105,100.116174,982,23.68,27.03,47,27,0,42.52,0.86,65.1,75.42
389779,29.235167,-36.521279,1013,0.86,30.03,76,15,2,8.95,9.45,23.44,75.02
803936,9.747480,78.965664,1007,39.86,6.64,63,-3,1,40.87,4.82,10.78,26.15
503288,-32.294336,-7.430445,924,28.48,23.42,40,-5,1,40.0,29.46,11.86,56.03
510732,27.465354,-96.340024,1041,35.2,29.52,71,20,2,3.66,20.74,53.28,23.2
553725,-43.2369945,83.667958,948,1.09,14.3,52,29,0,4.34,18.65,25.37,75.76
260706,16.3978655,-142.556438,968,4.19,10.17,24,26,2,28.18,28.46,92.98,67.78
167496,-89.254178,-18.633941,955,14.73,18.85,66,2,1,23.53,49.88,16.96,34.38
764805,85.955889,159.803776,1000,31.46,4.81,47,3,2,14.99,45.8,79.51,44.85
62401,-56.6678565,58.650009,939,15.87,25.76,59,12,2,31.32,40.84,16.79,61.68
432421,-6.6372495,129.189331,1046,2.04,5.51,73,-4,1,11.45,22.99,47.55,66.9
212808,75.989649,138.945265,1035,29.54,31.09,27,38,2,6.88,20.93,53.09,70.18
115182,-29.416203,-21.466271,1009,7.14,27.58,73,47,0,38.26,46.87,49.47,86.61
515764,-78.835856,-124.350724,1006,1.79,15.54,22,18,0,21.37,44.62,28.55,13.72
144365,-10.429780,-159.963796,911,18.18,33.14,65,-8,1,1.31,21.98,86.51,29.58
936452,6.133759,105.828241,959,24.74,32.37,72,36,1,24.09,35.62,75.66,35.22
846043,-10.989866,58.140952,973,14.39,30.78,60,42,0,42.71,23.09,47.71,66.85
667750,24.837291,-27.201959,952,31.98,28.25,35,2,1,17.04,49.61,39.86,24.11
901242,-21.6511795,138.680531,901,22.33,9.22,51,25,2,38.39,29.73,40.21,97.04
129195,1.618306,-94.158426,1015,28.51,10.24,64,7,1,33.74,36.22,25.52,8.49
176553,49.082371,160.368196,1013,26.06,39.68,54,36,2,38.29,25.5,55.93,0.25
539705,49.003579,99.554180,956,8.07,25.68,48,27,0,21.24,46.34,20.78,84.02
233753,-66.1005485,161.066132,1000,11.97,7.92,65,6,1,3.72,9.63,15.67,16.21
704795,-0.867568,53.014566,1029,37.42,37.62,64,47,2,19.39,37.91,28.12,69.89
914079,34.7258405,83.203701,900,15.63,21.98,42,30,1,26.31,33.02,35.43,70.51
218338,37.430882,-110.410478,976,37.02,36.08,64,41,2,41.16,16.58,19.44,68.25
23848,29.6374635,-148.450889,958,0.19,0.25,40,39,1,6.11,13.25,12.0,55.05
120803,72.979381,7.830071,1017,11.31,0.32,48,-1,2,15.16,5.6,38.64,78.89
81347,-12.594455,143.386375,1047,3.21,21.24,78,33,1,19.38,13.26,46.42,14.73
551952,-39.0578025,88.215293,1039,5.41,13.35,65,-6,1,3.98,15.0,54.22,87.57
926196,52.0398825,-176.097118,925,2.42,1.71,27,36,1,19.89,19.21,7.29,21.67
78939,-34.023012,2.856291,925,11.82,32.12,27,33,1,40.11,24.96,37.16,7.66
255819,-32.4524805,-54.331572,996,35.66,25.19,69,47,2,24.48,11.42,15.88,53.98
580870,7.7848475,-111.829638,901,32.94,12.74,76,16,0,26.05,2.5,33.65,46.04
328223,83.851930,14.733743,1016,20.17,19.1,54,19,2,1.04,40.93,91.28,70.46
64311,-43.940913,-143.120743,1015,33.8,9.94,63,-2,0,1.66,22.78,56.58,2.97
385902,50.1861055,42.404779,913,22.56,16.17,72,-9,2,47.08,42.11,11.88,70.01
775480,85.7123305,119.644708,997,5.76,4.56,61,-3,2,22.55,8.55,39.51,21.2
763926,55.186908,108.418867,960,17.15,38.51,30,1,1,25.38,10.27,2.18,6.13
864169,45.966087,127.507135,949,20.92,32.37,22,48,1,0.35,46.61,18.79,89.04
544796,18.0250805,40.735110,1003,20.91,2.59,58,37,0,27.71,3.79,7.54,22.95
798795,54.606753,95.873251,1018,18.65,0.62,59,19,0,37.86,4.96,64.1,32.17
677553,78.756047,-111.096221,905,21.29,9.53,46,48,0,16.6,2.44,80.72,39.28
740843,-33.0576135,79.693403,956,26.77,33.48,71,29,2,44.36,34.99,22.33,81.59
353846,-1.997052,-165.456042,902,14.73,28.66,49,30,2,45.34,42.8,78.9,62.34
41861,-75.5520685,19.171284,961,18.95,33.02,67,2,1,45.49,14.29,90.95,94.63
766560,69.8604995,110.442388,977,22.53,16.01,23,49,0,38.23,18.33,5.02,99.28
496044,-87.7585305,-174.822319,937,37.59,39.38,27,-7,2,39.01,13.69,96.59,64.53
547984,-66.0077985,45.182749,935,37.88,31.98,21,1,2,1.43,16.75,13.97,94.23
373112,-54.7922755,44.537785,937,25.65,4.44,51,-4,0,41.05,37.12,61.31,77.22
873564,72.333912,-22.482734,901,10.05,11.38,24,48,1,49.43,26.93,99.95,61.82
112705,-72.635655,-24.394675,918,22.72,21.49,73,8,2,10.76,24.06,23.68,33.25
703847,59.3391505,71.278115,1010,5.3,28.3,36,0,0,42.05,16.44,78.31,99.29
685901,71.8540515,72.646888,966,28.94,8.46,22,-2,1,12.25,34.84,67.13,42.67
926563,73.3652165,101.768288,902,15.37,19.74,37,28,1,46.77,1.83,55.37,51.72
230593,12.2693495,94.979732,992,37.6,37.5,29,3,0,43.82,13.47,45.79,6.33
198745,-67.846162,-96.854127,940,1.35,15.23,61,30,0,11.13,13.77,19.78,60.84
257984,-13.6766285,157.798997,1034,29.89,25.95,23,-10,2,49.62,44.72,81.94,4.62
132600,85.220770,-172.843199,960,39.56,15.34,69,32,0,12.97,22.95,77.54,88.55
858827,18.286592,-2.273817,910,31.02,15.77,24,-8,1,14.01,30.31,31.14,85.78
412640,-88.5130075,32.891074,1011,34.23,39.14,50,32,2,20.3,29.76,53.18,38.8
207877,-78.2913345,68.500034,1003,15.57,16.51,64,-9,1,38.78,48.17,73.72,4.13
963314,55.0972475,-119.739295,1048,20.23,29.39,68,23,2,29.88,13.69,36.37,63.75
557597,22.0890465,131.251353,977,25.7,11.01,48,38,0,47.33,3.41,73.16,57.4
821543,31.962932,-170.257913,996,6.07,16.66,29,41,2,9.29,23.31,48.46,54.05
573311,71.3377505,143.216911,917,0.2,7.76,36,42,2,35.02,3.44,49.21,39.56
791971,-25.673211,-37.355727,985,6.4,5.15,28,-10,2,8.4,24.97,12.38,0.23
968572,-34.9625165,62.073735,906,9.67,28.98,73,37,1,23.22,28.17,77.36,85.04
777064,33.0696285,-102.141130,1034,16.84,16.77,79,23,1,3.25,18.68,40.23,34.94
939140,48.048079,63.249253,1036,38.98,11.97,67,19,2,21.57,46.5,61.67,97.02
160659,53.2752885,80.537940,1039,3.31,4.61,22,6,1,23.0,22.3,87.14,72.35
798793,21.6768215,-178.688003,940,37.34,6.97,27,44,0,8.84,34.0,43.31,91.28
910295,-31.805689,102.477243,1022,29.25,38.59,51,31,1,8.25,44.08,65.4,59.53
656575,-81.7987645,70.115934,911,22.59,35.41,77,7,0,7.16,49.18,56.3,55.52
28188,-30.693147,61.726681,906,23.2,26.5,30,38,2,13.7,41.52,92.69,27.92
241833,-88.4742585,115.219292,1023,10.77,8.69,68,12,2,19.54,1.47,44.21,10.58
680734,22.4366215,49.651425,1031,6.2,38.83,68,33,1,11.9,1.23,54.92,51.74
509625,87.2974175,29.238044,1005,11.98,21.06,74,24,1,18.78,8.61,13.14,80.81
941495,77.5158515,-40.814780,1021,37.87,39.9,40,19,2,3.84,4.42,62.64,37.6
133251,-34.111779,74.018268,963,26.19,24.05,72,2,1,0.21,29.29,30.92,34.61
443064,89.107970,88.998040,1025,35.03,30.86,44,21,2,49.1,44.05,84.12,79.14
877068,-25.747328,-32.543475,1004,22.14,25.71,80,9,1,26.85,49.87,49.99,6.04
364097,44.2416215,-17.028851,921,34.29,39.74,29,50,2,20.71,19.33,25.68,85.73
832241,-51.277924,17.108476,911,4.76,19.76,79,30,2,29.5,44.34,16.29,37.56
549650,4.5902065,-53.966875,913,22.2,10.32,61,33,2,34.65,7.75,34.33,24.38
203107,28.442005,109.877517,911,14.62,14.46,56,34,1,43.43,34.83,37.38,50.52
644120,-71.6712385,-36.144258,1026,27.1,17.4,47,32,0,16.93,0.3,97.36,7.81
937716,-35.715513,134.450100,1011,31.9,19.95,43,49,2,23.52,1.6,41.37,82.97
832016,54.2323745,-149.505691,982,36.74,31.22,31,28,0,0.1,2.37,3.78,2.03
219021,-51.413295,-81.030829,911,21.2,29.83,41,-6,2,34.87,36.66,20.17,88.78
473735,-24.4722995,18.019547,979,7.82,20.28,45,-7,2,8.89,27.91,80.63,1.39
322302,20.666651,137.608510,1006,5.08,28.5,49,22,0,22.68,31.95,55.16,8.55
700434,31.852330,-169.416434,1023,18.5,7.79,29,21,2,32.62,0.98,15.17,67.05
755868,81.1174355,70.240593,918,36.85,13.28,77,47,2,48.99,27.79,68.27,36.61
880345,-85.4410015,-167.925610,1030,0.06,25.48,65,2,1,5.66,14.31,44.7,13.66
431092,70.0241025,30.141737,911,38.46,37.29,56,32,0,36.29,14.29,22.0,91.71
655739,-89.602227,73.535583,986,28.09,8.81,34,-5,0,47.24,19.84,65.97,37.2
437054,50.216104,-150.255439,990,36.41,35.96,58,31,0,49.45,18.34,68.6,19.19
506135,89.542642,37.222596,951,7.46,34.21,60,14,0,27.01,38.9,36.81,92.21
44736,83.185318,12.103952,1050,3.45,38.98,27,24,1,39.74,39.97,11.45,59.23
501975,-75.2894285,-20.641352,1047,39.1,5.74,41,25,1,12.49,25.89,16.65,81.83
604210,-82.070487,-46.474772,955,9.82,8.0,52,0,2,40.62,14.16,5.58,45.33
224038,-27.1331415,-115.587422,964,16.5,20.01,69,3,0,29.99,18.03,83.22,53.96
844010,-70.5779605,118.827211,1014,25.92,28.31,32,30,0,43.38,27.38,99.74,38.53
425483,65.6716865,112.548067,956,31.3,37.56,21,0,1,31.11,17.87,96.09,60.84
794737,-56.814564,-120.970521,952,36.88,29.51,68,5,0,20.63,33.26,61.29,65.65
847760,-61.8976475,-136.921428,939,35.15,23.91,64,26,2,10.91,30.44,67.21,85.08
737930,78.343887,63.899027,1011,2.55,3.06,33,39,0,38.59,22.4,90.99,37.23
42031,20.182617,140.087465,1021,22.57,23.84,24,2,0,25.98,47.76,89.38,61.09
35095,-64.570064,-50.726094,933,22.48,4.16,43,26,0,13.89,47.77,52.96,11.74
783007,-65.1171925,-67.594662,988,16.75,37.28,70,50,2,41.13,2.57,57.33,38.4
843646,-2.5077745,79.499331,992,31.76,15.15,77,24,2,33.17,20.17,30.78,49.8
605915,-54.4709015,-101.310735,1008,0.83,3.49,57,9,1,31.41,30.37,29.64,34.68
672506,-64.625364,-36.715348,902,20.4,22.42,43,37,0,37.26,20.96,87.77,36.33
425934,-88.8870365,6.227285,1033,11.37,31.16,73,36,0,35.52,45.17,42.4,8.9
896326,0.334573,-141.086380,1006,0.36,23.8,38,-4,2,13.79,11.4,18.27,13.28
23142,-53.386973,20.922125,987,35.15,28.6,37,-3,2,29.24,43.31,60.57,26.47
957571,-79.934464,13.907781,909,0.07,18.42,55,-2,0,13.65,16.16,5.72,91.01
698537,-83.7306585,-114.880499,976,15.35,9.18,24,-9,2,38.06,19.8,1.43,62.79
687595,-80.676020,-78.126394,934,30.12,18.14,35,35,1,2.51,21.83,4.54,83.39
873909,-4.964026,-169.597136,901,4.59,17.69,44,48,0,5.06,41.15,21.91,3.19
990926,48.454912,-179.793427,1047,15.34,8.2,21,34,1,39.86,18.67,8.15,90.71
792621,-54.0003295,-129.721630,995,21.79,35.83,37,0,2,10.2,23.45,78.31,89.57
659596,16.4727455,81.681015,962,24.7,8.71,40,7,0,41.52,36.78,87.59,77.85
94263,-5.453655,-170.741350,1042,35.25,8.79,51,9,1,26.66,36.12,5.56,76.67
990980,26.1914635,143.178033,988,36.4,37.79,21,-2,1,42.45,39.46,86.15,53.86
961592,-67.075827,-42.722839,1036,7.42,30.89,23,1,0,27.06,12.86,65.23,59.04
165094,-85.307361,177.289493,951,38.21,34.03,72,19,2,30.99,5.12,87.75,54.42
617932,-5.6322335,-72.262523,1013,4.09,2.7,58,43,1,7.21,42.57,69.86,70.02
655162,60.0491885,-141.194334,1015,10.48,4.55,29,9,2,46.62,39.46,87.28,81.33
572188,21.530598,-56.432353,1035,4.73,30.84,64,9,1,32.76,27.27,93.54,66.67
850717,-65.7588515,119.097624,955,8.0,39.84,67,5,0,16.7,5.64,61.37,17.2
687136,28.6029325,82.377348,1037,36.56,31.87,55,21,2,42.12,1.68,57.46,47.74
228433,-66.5125835,82.829965,1024,10.21,30.82,38,19,0,29.17,12.78,79.0,93.24
392687,-35.110034,-73.926901,998,34.0,24.15,67,9,0,40.61,0.9,69.22,48.38
483408,41.7596585,85.864284,953,7.36,36.44,28,17,1,44.92,7.78,36.12,13.5
403216,21.0489235,151.777680,991,5.86,7.17,68,-6,2,1.21,18.96,1.93,37.46
203997,48.222324,-41.682035,1048,14.21,32.63,21,-10,1,4.48,9.01,87.28,57.55
48328,57.3222325,-47.399759,945,36.64,39.99,22,5,1,25.38,16.26,63.7,60.53
418638,6.3036175,-62.133138,991,0.09,1.78,25,16,0,25.67,36.67,44.9,87.29
454497,5.455733,67.287755,997,10.2,27.41,76,14,1,35.29,6.18,61.84,16.43
158296,-53.446040,36.587850,919,27.72,17.91,69,44,1,25.93,22.69,68.74,69.84
807882,-8.103141,-100.321190,925,33.89,28.61,35,-9,1,12.55,32.41,11.75,53.48
523504,-8.288529,179.070738,928,37.84,23.2,58,2,1,33.24,48.34,97.15,41.76
710238,72.8392935,177.562678,1000,27.82,38.35,69,23,0,13.33,6.42,86.46,84.14
401705,39.5409625,176.425719,1028,30.49,0.3,34,27,1,32.24,1.9,11.41,2.53
692881,-52.136372,-156.734625,1017,25.5,27.56,32,4,1,27.75,23.29,97.2,78.33
592032,-29.5848685,167.550220,1022,24.54,26.75,65,41,2,45.41,49.21,15.97,99.36
678832,63.496993,72.390692,923,9.44,38.99,48,-4,0,43.04,15.81,64.14,38.58
216386,36.3759415,-75.499998,955,20.24,3.87,43,15,2,2.91,46.39,5.45,99.07
416082,54.6916095,106.176892,921,3.99,5.58,71,-4,0,41.93,9.48,67.61,88.85
704503,56.422559,47.968657,1043,32.64,16.53,28,32,0,20.3,2.59,78.24,90.16
292108,51.741883,162.547082,904,27.42,3.38,70,-4,0,12.26,40.88,55.09,12.54
111084,0.0843155,141.550659,948,31.83,34.95,41,20,0,45.01,38.85,25.08,18.16
653223,48.182957,166.958886,1045,14.03,1.59,20,21,0,40.49,36.04,41.5,0.83
559423,-10.1500115,130.129418,910,10.33,16.26,66,26,0,38.11,0.72,52.24,50.8
695557,82.940756,61.915780,912,12.2,19.16,34,-6,0,18.94,15.67,53.09,68.63
327652,-54.8887105,-105.715977,1023,25.88,26.27,33,22,0,2.95,19.33,29.75,23.39
246,60.763804,-64.406387,1031,28.33,15.35,72,10,0,4.37,0.74,95.02,38.33
94578,-23.995170,48.262343,1009,20.44,24.34,65,2,0,28.04,14.07,57.09,3.74
911384,11.8240275,74.464296,958,6.78,36.99,71,3,1,43.49,5.7,56.27,42.55
119281,56.1397335,-111.314568,940,33.17,23.11,33,8,2,12.68,46.05,80.3,70.48
421062,-82.3021115,135.926159,930,5.51,22.9,27,27,0,12.47,31.88,42.24,89.37
969518,9.938271,-152.912429,960,14.02,5.73,52,14,1,47.18,5.22,41.51,48.23
4380,57.409587,-60.929279,916,29.42,28.83,53,1,0,31.31,9.74,3.39,43.84
188841,-52.676990,-125.818904,983,3.36,7.53,70,13,2,44.87,8.67,9.16,62.4
915480,4.110488,45.121412,1001,27.21,7.86,29,7,0,25.32,16.5,54.56,23.58
122412,87.3470665,127.069257,987,14.32,21.31,59,24,0,39.89,46.13,22.99,29.86
647194,4.944926,134.000733,951,28.87,20.44,63,36,0,10.84,29.17,1.81,45.53
875575,-59.492435,88.335346,1001,3.21,2.36,67,22,0,47.43,4.05,60.89,46.47
397364,-64.0510185,-12.371893,1034,2.26,7.4,76,-7,1,34.52,22.67,12.84,8.26
876355,-28.186305,-13.670314,967,39.7,29.23,56,-8,1,48.45,40.58,54.86,10.23
156856,-57.522643,132.604649,1033,30.49,10.54,37,35,1,20.94,36.46,31.72,45.5
594356,-8.805653,176.049279,957,4.29,26.11,42,-2,0,28.57,12.05,49.63,44.46
914315,-36.282094,-15.282411,901,25.32,35.01,59,6,0,18.19,8.92,75.65,28.46
451771,9.348318,-63.516458,1050,16.53,2.2,46,6,2,22.45,21.4,23.24,45.18
960495,66.2125625,-122.533656,990,1.62,35.53,48,-6,1,32.9,48.98,35.82,68.16
321538,-39.9815915,57.614640,1002,17.3,12.15,55,40,2,47.09,3.31,56.27,96.27
753257,15.764640,12.132622,1033,36.37,8.29,77,9,1,0.52,38.08,36.32,1.58
888550,-9.337267,-92.095992,1024,31.13,29.75,54,39,0,37.11,23.63,22.11,34.05
898513,53.427335,-90.317343,1016,37.63,22.6,38,35,2,9.21,24.04,86.9,39.1
162378,-80.2621865,101.469217,1007,3.88,27.75,66,36,2,13.82,28.98,29.86,90.47
988760,-32.4419515,-117.921269,1046,10.54,27.13,64,50,0,27.19,15.3,37.03,63.17
442626,-17.424550,5.695378,1043,17.59,13.12,64,12,2,47.0,13.16,97.26,75.61
435371,-71.6285625,7.154914,1040,36.3,0.22,79,24,1,1.44,3.2,28.89,2.89
272939,77.189678,34.819011,1004,10.19,13.03,73,40,0,4.6,43.55,68.98,50.42
803021,-58.9875165,68.874317,996,13.5,9.34,80,35,1,40.27,36.93,29.44,10.09
952206,-25.876879,44.468977,1015,21.62,35.37,21,30,2,44.59,13.69,24.33,70.36
664274,-44.0503815,75.377426,964,37.99,31.45,53,14,2,38.52,11.41,51.62,62.7
643495,20.5078395,-91.173718,908,33.47,20.66,24,10,1,27.53,30.21,73.39,66.31
173752,69.786188,-64.242179,976,15.16,38.57,31,-8,0,20.12,16.25,8.52,84.66
561742,75.8985305,-68.764946,924,35.68,39.72,72,26,2,30.13,3.26,16.87,46.49
314515,-82.1630115,177.917649,905,32.25,36.73,73,50,0,12.87,3.83,12.37,37.26
687292,-86.2737685,-115.785594,968,14.68,10.86,41,-3,0,3.33,28.57,17.49,12.79
238725,70.774916,-13.940413,1033,21.16,1.15,50,-1,1,1.58,23.48,31.45,21.35
353253,-89.1751085,119.873367,954,1.61,28.51,31,7,2,8.3,5.13,43.89,89.21
739557,50.3316575,116.510571,1018,6.68,25.62,58,14,1,15.04,3.42,90.6,73.71
741650,-11.524771,117.401359,925,17.79,27.37,74,35,0,1.26,7.0,54.88,46.5
492082,43.1781325,-73.871720,1026,27.48,33.57,56,44,0,42.04,34.94,91.6,11.68
624442,-44.066765,-19.549602,921,37.74,26.93,47,49,1,13.57,24.71,6.41,88.21
111273,58.9086535,-142.326627,1045,24.99,24.83,65,-4,0,23.61,45.35,34.8,83.5
723452,-53.738860,-33.158899,992,11.16,5.62,78,6,0,37.93,42.28,56.28,11.15
570649,-44.1224415,96.286451,945,37.84,7.3,34,38,2,27.79,40.68,78.21,42.63
905919,81.447685,-42.733316,903,12.13,26.71,67,12,2,14.66,47.78,18.22,31.4
459626,-6.673765,-140.008517,1045,12.48,27.95,36,5,1,18.78,5.46,71.98,67.76
274849,-67.2902495,-171.792514,987,26.3,19.11,31,-10,0,12.06,6.57,93.28,43.17
286793,-75.2170355,-33.614715,972,16.19,23.1,31,50,1,34.27,1.84,40.81,86.3
899549,-86.577212,169.263893,1040,29.15,3.86,45,3,1,14.58,35.61,47.97,38.25
142664,19.1637845,143.799910,977,9.61,7.46,56,26,1,18.51,7.24,73.17,45.16
434950,31.588529,91.485518,989,14.53,4.24,66,45,2,25.42,46.34,57.94,79.75
483907,54.928923,34.687669,965,34.83,35.39,42,49,0,18.59,46.92,27.62,16.08
511176,-56.994554,32.811492,996,7.21,1.96,79,5,2,47.85,38.19,32.02,81.47
296444,-52.4742595,58.721913,913,30.99,17.03,42,44,0,36.61,32.85,33.05,16.27
62850,88.838260,55.812212,946,9.16,33.12,73,45,2,21.57,20.04,86.05,90.57
909841,42.1117915,6.893031,976,34.8,21.3,24,23,1,1.53,4.31,73.41,23.91
318126,-79.4021385,24.767648,939,2.38,21.41,45,-2,2,34.88,34.01,49.08,60.99
365626,-74.249365,49.788125,1012,22.52,16.75,58,33,0,13.46,43.62,16.15,26.65
451352,-28.807617,148.106062,947,15.64,23.81,29,44,1,27.2,10.55,70.52,1.86
644176,-52.919421,-123.614296,929,14.6,29.18,66,33,0,8.84,32.1,91.94,43.57
388420,-41.894927,-39.779707,913,38.6,3.17,80,12,0,4.86,3.33,70.94,51.53
313822,-31.1631045,-25.254680,921,24.79,17.26,32,20,2,44.81,6.67,71.2,14.12
512080,83.6623275,16.578052,1021,5.51,29.47,36,41,2,27.61,32.94,37.66,52.66
980377,-31.3642935,-141.884765,1017,26.11,9.0,78,8,2,13.07,14.05,86.21,61.28
894354,-46.393294,-72.310758,1044,38.69,36.53,23,33,2,49.95,19.34,59.15,78.39
261796,15.770477,17.243301,964,25.59,2.87,49,12,0,29.54,20.59,42.07,10.11
555279,70.4636205,38.445791,980,13.08,24.77,46,50,1,43.35,16.45,39.76,80.34
640245,69.2536375,-99.271129,1045,20.81,23.85,39,-10,2,32.63,47.1,50.0,37.05
858078,15.228939,-164.896367,958,31.06,23.39,45,33,0,27.24,48.02,80.14,44.73
986155,50.5205485,69.863845,997,33.66,10.33,20,47,0,31.27,49.51,0.31,15.11
828021,-32.965954,-31.642436,956,30.52,3.77,58,33,0,7.77,1.12,42.11,96.3
911895,-16.2279595,139.521451,1015,26.53,30.09,47,12,0,30.27,22.82,1.38,80.61
619404,88.668575,53.273192,946,22.43,29.2,64,14,0,5.16,41.08,60.59,1.11
696731,38.633302,-75.683178,1026,17.82,29.25,51,29,1,17.94,3.23,79.69,28.18
631822,-38.410153,-91.808456,997,11.16,22.28,51,34,1,41.59,31.97,45.13,87.55
717704,-19.184589,173.186191,1002,18.33,31.42,49,16,2,8.26,44.23,27.28,61.61
137537,61.230923,98.028517,1003,4.71,38.57,29,10,1,49.12,36.44,41.77,60.42
838309,-77.988855,-176.797210,1039,18.4,38.24,55,1,0,9.77,25.1,24.86,75.49
863793,-46.198517,-150.876565,902,29.96,34.74,72,30,2,35.02,28.26,54.83,59.1
56781,49.2827195,-81.856218,907,38.98,13.86,63,-6,1,48.31,2.85,26.36,10.66
219118,11.8472105,-90.210366,906,18.91,39.59,79,-8,1,47.25,40.12,58.76,3.17
596920,1.553540,-125.848337,935,14.94,31.38,71,31,0,29.52,22.19,37.14,20.13
499355,30.7632485,-115.203179,1021,16.94,11.56,65,47,0,29.22,14.3,82.79,94.67
397103,44.6595035,95.166766,1020,14.16,33.14,54,37,0,1.31,36.26,91.95,67.38
409469,15.7215495,26.983806,990,37.43,20.2,56,35,1,48.96,19.01,41.76,32.4
847249,44.2318655,-158.876412,1036,27.68,13.83,41,-9,0,4.54,37.99,92.71,95.99
76187,-32.9735445,-166.602731,984,3.63,9.95,55,-5,1,47.51,35.18,24.86,24.07
611292,40.4862245,65.056393,1001,10.11,5.01,32,43,2,25.04,34.6,81.92,10.84
